Accession Number	Annotation	1	2	3
SPO0586	Acyl-carrier domain protein	3.76E+06	3.70E+06	3.59E+06
SPO0587	FAD dependent oxidoreductase domain-containing protein	1.04E+06	999817	987401
SPO0588	"Transcriptional regulator, LysR family"	522241	483176	499055
SPO0589	"Oxidoreductase, NAD-binding/iron-sulfur cluster-binding protein"	236055	216822	237224
SPO0590	"Transcriptional regulator, LacI family"	635158	626218	608795
SPO0591	Dihydroxypropanesulfonate (DHPS) TRAP transporter	254619	254948	210892
SPO0594	"Sulfopropanediol 3-dehydrogenase (EC 1.1.1.308) (2,3-dihydroxypropane-1-sulfonate 3-dehydrogenase (sulfolactate forming)) (DHPS 3-dehydrogenase (sulfolactate forming))"	125754	125771	116997
SPO0595	R or S-dihydroxypropanesulfonate-2-dehydrogenase (EC 1.1.1.69)	62163.9	57475.6	58527.8
SPO0596	S or R-dihydroxypropanesulfonate-2-dehydrogenase	322838	307278	316711
SPO0597	UspA stress protein	289969	255061	261251
SPO0599	Agmatinase (EC 3.5.3.11)	6.94E+06	6.88E+06	6.68E+06
SPO0600	Carboxynorspermidine/carboxyspermidine decarboxylase (CANS DC/CAS DC) (CANSDC/CASDC) (EC 4.1.1.96)	3.09E+06	3.03E+06	2.91E+06
SPO0601	Saccharopine dehydrogenase (EC 1.5.1.7)	1.92E+07	1.79E+07	1.85E+07
SPO0602	arginine decarboxylase (EC 4.1.1.19)	1.97E+06	1.90E+06	1.97E+06
SPO0603	Monooxygenase	268324	317879	380104
SPO0605	"Transcriptional regulator, MarR family"	456333	422334	454313
SPO0606	2-methyl-cis-aconitate hydratase	200613	163113	187012
SPO0607	"Proline racemase, putative"	584871	567872	615572
SPO0608	"Sugar ABC transporter, periplasmic sugar-binding protein"	2.35E+07	2.30E+07	2.28E+07
SPO0609	"Sugar ABC transporter, ATP-binding protein"	3.56E+06	3.52E+06	3.37E+06
SPO0610	"Sugar ABC transporter, ATP-binding protein"	1.01E+07	1.03E+07	1.13E+07
SPO0611	"Sugar ABC transporter, permease protein"	3.47E+06	4.91E+06	4.15E+06
SPO0612	"Sugar ABC transporter, permease protein"	1.31E+06	1.23E+06	1.37E+06
SPO0613	Small integral membrane protein	1.95E+06	1.88E+06	1.90E+06
SPO0614	"Transcriptional regulator, putative"	606124	583598	587793
SPO0615	Peptidase M56 domain-containing protein	489995	398132	417975
SPO0616	"Oxidoreductase, zinc-binding dehydrogenase family"	6.39E+06	6.64E+06	6.23E+06
SPO0618	"Transcriptional regulator, AraC family"	555657	447994	384700
SPO0621	Ankrin repeat protein	249219	231236	235428
SPO0624	RNA ligase domain-containing protein	625710	633694	553220
SPO0628a	Unknown	1.30E+06	1.17E+06	1.22E+06
SPO0629	"ISSpo3, transposase"	164154	144596	152587
SPO0631	Aspartyl-trna synthetase	2.62E+06	2.55E+06	2.58E+06
SPO0632	D-isomer specific 2-hydroxyacid dehydrogenase family protein	1.28E+07	1.30E+07	1.36E+07
SPO0633	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	8.95E+06	8.51E+06	8.73E+06
SPO0634	D-lactate dehydrogenase (cytochrome) (EC 1.1.2.4)	1.94E+06	2.00E+06	1.94E+06
SPO0635	Aminomethyl transferase family protein	2.28E+06	2.19E+06	2.23E+06
SPO0636	EF hand domain protein	42232.8
SPO0638	HD domain-containing protein	532491	524082	437179
SPO0639	"Transcriptional regulator, LysR family"	439812	448340	444737
SPO0640	4-carboxymuconolactone decarboxylase domain/ alkylhydroperoxidase AhpD family core domain protein	205497	186658	191918
SPO0641	Methyltransferase	666119	638334	623443
SPO0642	"Oxidoreductase, FAD-binding protein"	2.04E+06	2.03E+06	2.03E+06
SPO0643	"Oxidoreductase, aldo/keto reductase family"	4.55E+06	4.57E+06	4.46E+06
SPO0644	Uncharacterized protein	1.34E+07	1.31E+07	1.22E+07
SPO0645	"Multidrug resistance efflux pump, putative"	3.63E+06	3.69E+06	3.62E+06
SPO0646	Uncharacterized protein	12619.8
SPO0647	Uncharacterized protein	10836.1	10940.8	13638.3
SPO0648	Bmp family protein	3.50E+07	3.51E+07	3.38E+07
SPO0649	"Sugar ABC transporter, permease protein"	795378	685196	749371
SPO0650	"Sugar ABC transporter, permease protein"	864316	816367	968549
SPO0651	"Sugar ABC transporter, ATP-binding protein"	3.02E+06	2.94E+06	2.89E+06
SPO0652	Xanthine dehydrogenase accessory factor	442045	468018	441419
SPO0653	"Xanthine dehydrogenase, B subunit (EC 1.17.1.4)"	551548	564061	578557
SPO0654	"Xanthine dehydrogenase, A subunit (EC 1.17.1.4)"	627673	604416	656224
SPO0655	Probable membrane transporter protein			18825.1
SPO0656	DNA polymerase III subunit alpha (EC 2.7.7.7)	2.58E+06	2.58E+06	2.61E+06
SPO0657	"Metallochaperone, putative"	47339.9	57829.9	57254.1
SPO0658	N-acetyltaurine amidohydrolase	1.16E+06	1.27E+06	1.22E+06
SPO0659	"Transcriptional regulator, LysR family"	541047	494605	517576
SPO0660	"N-acetyltaurine ABC transporter, periplasmic binding protein"	1.16E+06	1.13E+06	1.14E+06
SPO0663	"N-acetyltaurine ABC transporter, ATP-binding protein"		47176	93233.7
SPO0664	"N-acetyltaurine ABC transporter, ATP-binding protein"	205689	210825	238051
SPO0665	"SlyX protein, putative"	357321	272010	327068
SPO0666	Enoyl-CoA hydratase/isomerase family protein	342068	342719	312536
SPO0667	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	1.01E+07	1.05E+07	1.00E+07
SPO0668	Histidyl-tRNA synthetase-like protein	6.32E+06	6.20E+06	6.14E+06
SPO0669	ATP phosphoribosyltransferase (EC 2.4.2.17)	4.93E+06	5.34E+06	5.14E+06
SPO0670	Error-prone DNA polymerase (EC 2.7.7.7)	261478	271730	319215
SPO0671	DNA-directed DNA polymerase (EC 2.7.7.7)	191351	190763	199102
SPO0672	Protein ImuA	443072	408434	378463
SPO0673	Taurine--pyruvate aminotransferase (EC 2.6.1.77)	9.58E+06	9.63E+06	9.88E+06
SPO0674	"Taurine ABC transporter, periplasmic taurine-binding protein"	1.56E+06	1.44E+06	1.47E+06
SPO0675	Taurine import ATP-binding protein TauB (EC 7.6.2.7)	774779	791984	725948
SPO0676	"Taurine ABC transporter, permease protein"	380301	361634	340408
SPO0677	AMP-binding protein	1.23E+06	1.21E+06	1.28E+06
SPO0678	"Agmatinase, putative"	1.08E+06	1.12E+06	1.11E+06
SPO0679	Maleylacetoacetate isomerase (EC 5.2.1.2)	4.48E+06	4.30E+06	4.17E+06
SPO0680	Glyoxalase family protein	7.97E+06	7.42E+06	7.52E+06
SPO0681	DUF2783 domain-containing protein	197475	212953	197409
SPO0682	Monooxygenase family protein	1.10E+07	1.09E+07	1.11E+07
SPO0683	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Metallo-beta-lactamase type II)	3.10E+07	2.97E+07	3.04E+07
SPO0684	Glyoxalase family protein	1.60E+06	1.66E+06	1.63E+06
SPO0685	fumarylacetoacetase (EC 3.7.1.2)	1.66E+07	1.69E+07	1.69E+07
SPO0686	"homogentisate 1,2-dioxygenase (EC 1.13.11.5)"	1.79E+07	1.77E+07	1.78E+07
SPO0687	"Transcriptional regulator, MarR family"	1.95E+06	2.02E+06	2.04E+06
SPO0688	Adenylate/guanylate cyclase	2.82E+06	2.67E+06	2.76E+06
SPO0689	ATPase MipZ	5.80E+06	5.94E+06	6.02E+06
SPO0690	GTP-binding protein Era	663132	702632	624711
SPO0691	GTPase Era	6.17E+06	6.08E+06	6.22E+06
SPO0692	Multicopper oxidase	578728	518842	528120
SPO0693	Isobutyryl-CoA dehydrogenase	1.48E+07	1.53E+07	1.49E+07
SPO0694	Uncharacterized protein	321431	272330	278151
SPO0695	HTH marR-type domain-containing protein
SPO0697	"Molybdate ABC transporter, ATP-binding protein (EC 3.6.3.29)"	3.07E+06	3.02E+06	2.89E+06
SPO0699	"Molybdate ABC transporter, periplasmic molybdate-binding protein"	202025	203305	204204
SPO0700	"Molybdenum-binding transcriptional regulator, ModE family"	601089	594585	555369
SPO0701	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	5.58E+07	5.42E+07	5.52E+07
SPO0702	"Oligopeptide ABC transporter, ATP-binding protein"	1.06E+06	1.06E+06	997199
SPO0703	"Oligopeptide ABC transporter, ATP-binding protein"	714742	737059	685057
SPO0704	"Oligopeptide ABC transporter, permease protein"	844757	852192	781256
SPO0705	"Oligopeptide ABC transporter, permease protein"	876505	926994	990430
SPO0706	"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein"	1.88E+07	1.94E+07	1.93E+07
SPO0707	"Transcriptional regulator, DeoR family"	1.69E+06	1.60E+06	1.54E+06
SPO0708	Invasion protein IbeA	145449	132960	147418
SPO0709	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	3.48E+07	3.40E+07	3.48E+07
SPO0710	DNA-binding response regulator ChvI	6.99E+06	6.99E+06	6.84E+06
SPO0711	histidine kinase (EC 2.7.13.3)	4.90E+06	5.09E+06	4.91E+06
SPO0712	Hpr serine kinase/phosphatase domain protein	930955	929092	936163
SPO0713	Nucleotide-binding protein SPO0713	2.74E+06	2.92E+06	2.74E+06
SPO0714	"PTS system IIA component, Man family"	2.64E+06	2.64E+06	2.67E+06
SPO0715	Phosphocarrier protein HPr	136350	170024	185693
SPO0716	Phospholipid/glycerol acyltransferase domain-containing protein	5.06E+06	5.28E+06	5.24E+06
SPO0717	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	1.09E+07	1.08E+07	1.05E+07
SPO0718	DUF6473 domain-containing protein	52583		91628.9
SPO0719	"Electron transfer flavoprotein, alpha subunit"	4.36E+07	4.24E+07	4.18E+07
SPO0720	Electron transfer flavoprotein subunit beta (Electron transfer flavoprotein small subunit)	8.46E+07	8.72E+07	8.38E+07
SPO0721	Glyoxalase family protein	131246	144012	143345
SPO0722	"Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase)"	1.23E+07	1.23E+07	1.14E+07
SPO0724	"Oxidoreductase, short-chain dehydrogenase/reductase family"	1.64E+06	1.57E+06	1.44E+06
SPO0725	Bacterial SH3 domain family protein	410330	365058	393999
SPO0726	DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A)	6.30E+06	6.01E+06	6.15E+06
SPO0727	Lipoprotein	5.40E+06	5.32E+06	5.46E+06
SPO0728	Unknown	2.70E+08	2.57E+08	2.55E+08
SPO0729	DUF374 domain-containing protein	3.05E+06	2.99E+06	3.15E+06
SPO0731	Glycerol-3-phosphate regulon repressor	7.49E+06	7.69E+06	7.63E+06
SPO0732	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	2.00E+07	2.05E+07	2.06E+07
SPO0733	"Esterase, putative"	1.56E+06	1.43E+06	1.51E+06
SPO0734	PaaX domain protein	2.31E+06	2.35E+06	2.26E+06
SPO0735	Phenylacetic acid degradation protein PaaZ	1.59E+07	1.60E+07	1.65E+07
SPO0736	TRAP transporter large permease protein	3.36E+06	3.47E+06	3.81E+06
SPO0738	"TRAP dicarboxylate transporter, DctP subunit"	1.80E+07	1.83E+07	1.80E+07
SPO0739	Enoyl-CoA hydratase/isomerase/3-hydroxyacyl-CoA dehydrogenase	2.69E+06	2.82E+06	2.65E+06
SPO0740	Enoyl-CoA hydratase/isomerase PaaB	7.38E+06	7.55E+06	7.40E+06
SPO0741	Phenylacetic acid degradation protein PaaD	1.19E+06	1.10E+06	1.17E+06
SPO0742	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) (Phenylacetyl-CoA ligase)	6.32E+06	6.42E+06	6.37E+06
SPO0743	"Transcriptional regulator, TetR family"	2.60E+06	2.46E+06	2.45E+06
SPO0744	Uncharacterized protein	180349	177397	189081
SPO0745	Peptidase S8/S53 domain-containing protein	512238	438838	461628
SPO0746	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	1.14E+06	1.19E+06	1.23E+06
SPO0747	Peroxidase family protein	80620.2	90296	72750
SPO0750	SnoaL-like domain-containing protein	198017	209943	198445
SPO0751	Adenylate/guanylate cyclase	939653	927000	913830
SPO0752	"Phenylacetic acid degradation protein, putative"	3.42E+07	3.59E+07	3.62E+07
SPO0753	Phenylacetic acid degradation oxidoreductase PaaK	7.67E+06	7.32E+06	8.01E+06
SPO0754	Phenylacetic acid degradation protein PaaJ	5.20E+06	5.12E+06	5.15E+06
SPO0755	Phenylacetic acid degradation protein PaaI	1.96E+07	1.93E+07	1.99E+07
SPO0756	Phenylacetic acid degradation protein PaaH	1.85E+07	1.77E+07	1.83E+07
SPO0757	Phenylacetic acid degradation protein PaaG	1.77E+07	1.70E+07	1.71E+07
SPO0758	3-oxoadipyl-CoA thiolase (EC 2.3.1.174)	2.84E+07	2.84E+07	2.83E+07
SPO0759	DUF1127 domain-containing protein	683978	800276	769607
SPO0760	4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein	84744.8	114716	112586
SPO0761	Cyclase family protein	1.05E+06	967938	1.08E+06
SPO0762	"Transcriptional regulator, GntR family"	1.26E+06	1.29E+06	1.34E+06
SPO0763	"Glutamine amidotransferase, class I"	1.11E+06	1.15E+06	1.17E+06
SPO0764	Cytochrome P450 family protein	1.07E+06	1.07E+06	1.10E+06
SPO0765	Glutamine synthetase family protein	1.03E+06	987843	961665
SPO0766	Iron-sulfur cluster-binding protein	321020	335522	339122
SPO0767	"Methyltransferase, FkbM family"	8.41E+06	8.29E+06	8.25E+06
SPO0768	"Transcriptional regulator, IclR family"	1.96E+06	2.02E+06	1.86E+06
SPO0769	Bordetella uptake gene family protein	1.28E+07	1.25E+07	1.20E+07
SPO0770	DUF1468 domain-containing protein	642890	579293	643555
SPO0771	Membrane protein	1.89E+06	1.91E+06	1.99E+06
SPO0772	Enoyl-CoA hydratase/isomerase/3-hydroxyacyl-CoA dehydrogenase	4.75E+06	4.80E+06	4.74E+06
SPO0773	Acetyl-CoA acyltransferase/thiolase family protein	1.61E+07	1.62E+07	1.63E+07
SPO0774	Acyl-CoA dehydrogenase family protein	1.63E+06	1.60E+06	1.64E+06
SPO0775	Acyl-CoA dehydrogenase family protein	1.97E+06	1.88E+06	1.85E+06
SPO0776	Thioesterase domain-containing protein	568303	537152	497847
SPO0777	Enoyl-CoA hydratase/isomerase family protein	1.35E+06	1.39E+06	1.34E+06
SPO0778	"Long-chain-fatty-acid--CoA ligase, putative"	798730	831201	797095
SPO0779	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	7.86E+06	8.50E+06	8.32E+06
SPO0781	"Phosphonate ABC transporter, periplasmic phosphonate-binding protein"		27034.7
SPO0785	"2-dehydro-3-deoxygalactonokinase, putative"	2.34E+06	2.33E+06	2.24E+06
SPO0786	Thioesterase family protein	4.82E+06	4.77E+06	4.63E+06
SPO0787	Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18)	989090	942844	902985
SPO0788	Metallo-beta-lactamase family protein	92339.8	131526	135013
SPO0789	Hemin uptake protein HemP		28402.4
SPO0790	Uncharacterized protein
SPO0791	"M23/M37 peptidase/aminotransferase, class III"	5.71E+06	5.44E+06	5.80E+06
SPO0792	6-phosphogluconate dehydrogenase domain protein	1.56E+07	1.46E+07	1.55E+07
SPO0793	Cu(I)-responsive transcriptional regulator	246385	283460	278334
SPO0794	Copper-translocating P-type ATPase (EC 3.6.3.4)	929309	867694	902485
SPO0795	"Oxidoreductase, short chain dehydrogenase/reductase family"			2.02E+06
SPO0796	NAD-dependent epimerase/dehydratase domain-containing protein	146863	157645	180702
SPO0798	Monooxygenase domain protein	220469	218516	241761
SPO0799	"Transcriptional regulator, TetR family"	362264	388617	409300
SPO0800	"Choline sulfatase, putative"	215240	223705	213695
SPO0801	4-coumarate:CoA ligase (EC 6.2.1.12)	652029	647035	628012
SPO0802	30S ribosomal protein S1	7.80E+07	8.02E+07	7.88E+07
SPO0803	NUDIX domain protein (EC 6.-.-.-)	235288	263329	243636
SPO0804	Integration host factor subunit beta (IHF-beta)	6.23E+06	6.71E+06	6.85E+06
SPO0805	Lipopolysaccharide assembly protein A domain-containing protein	608081	487420	689732
SPO0806	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	2.15E+06	2.08E+06	2.13E+06
SPO0808	Tryptophan synthase beta chain (EC 4.2.1.20)	1.38E+07	1.28E+07	1.31E+07
SPO0809	DUF2237 domain-containing protein	858827	748753	732043
SPO0810	"6-aminohexanoate-dimer hydrolase, putative"	4.72E+06	4.77E+06	4.88E+06
SPO0811	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	3.16E+06	3.14E+06	3.16E+06
SPO0812	Large ribosomal subunit protein bL25 (50S ribosomal protein L25) (General stress protein CTC)	1.41E+08	1.42E+08	1.40E+08
SPO0813	"L-lactate dehydrogenase, putative"	5.70E+06	5.79E+06	5.66E+06
SPO0814	MaoC domain protein	2.56E+06	2.63E+06	2.72E+06
SPO0815	Tryptophan synthase alpha chain (EC 4.2.1.20)	1.54E+07	1.69E+07	1.59E+07
SPO0816	Lipid A 3-O-deacylase	143432	121027	152549
SPO0817	Ribosome-binding ATPase YchF	1.18E+07	1.21E+07	1.19E+07
SPO0818	MAPEG family protein	412041	503452	469179
SPO0819	Amidohydrolase domain protein	1.84E+06	1.75E+06	1.89E+06
SPO0820	CAIB/BAIF family protein	4.19E+06	4.14E+06	4.22E+06
SPO0821	"Transcriptional regulator, MarR family"	1.29E+06	1.43E+06	1.43E+06
SPO0822	"Branched-chain amino acid ABC transporter, ATP-binding protein"	599009	620426	594994
SPO0823	"Branched-chain amino acid ABC transporter, ATP-binding protein"	741880	672955	726960
SPO0824	"Branched-chain amino acid ABC transporter, permease protein"	358033	299039	356249
SPO0825	"Branched-chain amino acid ABC transporter, periplasmic substrate-binding protein"	6.07E+06	6.03E+06	5.88E+06
SPO0826	Peptide synthase	1.26E+06	1.28E+06	1.22E+06
SPO0827	Amino acid synthesis family protein	1.48E+06	1.60E+06	1.48E+06
SPO0828	ApbE family lipoprotein	81956.3	102157	114069
SPO0829	6-hydroxynicotinate reductase	515865	465301	518647
SPO0830	"Xanthine dehydrogenase family protein, small/large subunits"	579185	570903	605110
SPO0831	"Xanthine dehydrogenase family protein, medium subunit"	407713	401625	383392
SPO0832	"Transcriptional regulator, LysR family"	1.05E+06	1.09E+06	1.12E+06
SPO0833	"Formate dehydrogenase, beta subunit (EC 1.2.1.2)"	2.33E+06	2.29E+06	2.21E+06
SPO0834	formate dehydrogenase (EC 1.17.1.9)	2.49E+06	2.41E+06	2.40E+06
SPO0835	"Cyclase, putative"	2.17E+06	2.03E+06	2.18E+06
SPO0836	Thioesterase family protein	3.97E+06	3.79E+06	3.84E+06
SPO0837	Aminoglycoside phosphotransferase domain-containing protein	172676	177498	191673
SPO0838	Bacterial sugar transferase	2.01E+06	2.30E+06	1.99E+06
SPO0839	Exopolysaccharide biosynthesis domain protein	368700	390486	348825
SPO0840	"Chain length determinant protein, putative"	720862	718241	671069
SPO0841	Polysaccharide biosynthesis protein	220704	209441	241907
SPO0842	"Glycosyl transferase, group 1 family protein"	995383	1.01E+06	1.04E+06
SPO0843	"Glycosyl transferase, group 2 family protein"	988053	994619	1.02E+06
SPO0844	Cellulose-binding domain protein	1.33E+06	1.34E+06	1.30E+06
SPO0845	SGNH/GDSL hydrolase family protein	1.87E+06	1.80E+06	1.75E+06
SPO0846	Enterobactin synthase component D (4'-phosphopantetheinyl transferase EntD) (Enterochelin synthase D)	470723	474444	399047
SPO0847	Non-ribosomal peptide synthetase	2.40E+06	2.44E+06	2.36E+06
SPO0848	"Glycosyl transferase, group 2 family protein"	959965	939153	915694
SPO0849	Non-ribosomal peptide synthase	1.17E+06	1.16E+06	1.12E+06
SPO0850	"Membrane protein, putative"	64430.2	79722.2	72969.8
SPO0851	"Glycosyl transferase, WecB/TagA/CpsF family"	1.39E+06	1.33E+06	1.35E+06
SPO0852	"Oxidoreductase, Gfo/Idh/MocA family"	1.13E+06	1.16E+06	1.10E+06
SPO0853	"Glycosyl transferase, group 2 family protein"	862932	859699	881736
SPO0854	"Glycosyl transferase, group 1 family protein"	640769	623285	654040
SPO0855	Xylulose kinase (Xylulokinase) (EC 2.7.1.17)	344637	373344	328161
SPO0856	Xylose isomerase (EC 5.3.1.5)	412949	417069	411278
SPO0857	Aldose 1-epimerase (EC 5.1.3.3)	158600	183056	181290
SPO0858	"Methylamine utilization protein MauG, putative"	208702	201673	313548
SPO0859	FG-GAP repeat domain protein	484529	464803	514752
SPO0860	"Xylose repressor, putative"	685263	694100	672701
SPO0861	"Xylose ABC transporter, periplasmic xylose-binding protein"	1.36E+06	1.36E+06	1.27E+06
SPO0862	Xylose transport system permease protein XylH	102745	79448.9	99222.5
SPO0863	"Xylose ABC transporter, ATP-binding protein"	283784	186087	220159
SPO0864	"Glucokinase, putative"	357466	362984	357070
SPO0865	"Oxidoreductase, Gfo/Idh/MocA family"	224356	213203	226855
SPO0866	"Gamma-glutamyltranspeptidase, putative"	1.46E+06	1.45E+06	1.45E+06
SPO0867	Autotransporter secretion inner membrane protein TamB	928888	904332	920021
SPO0868	"Outer membrane protein, OMP85 family"	1.28E+06	1.26E+06	1.29E+06
SPO0869	"Membrane protein, putative"	445409	456538	440040
SPO0870	"Transcriptional regulator, LysR family"	2.38E+06	2.43E+06	2.39E+06
SPO0871	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17)	771382	692542	773599
SPO0872	Chitooligosaccharide deacetylase (Nodulation protein B)	670050	677791	661317
SPO0873	Ureidoglycolate hydrolase (EC 3.5.1.116)	324724	405876	381986
SPO0874	Xanthine/uracil permease family protein	111304	123373	139579
SPO0875	"Glyceraldehyde-3-phosphate dehydrogenase, type I (EC 1.2.1.-)"	2.86E+06	2.67E+06	2.56E+06
SPO0876	Cupin type-2 domain-containing protein	880337	779791	733660
SPO0876a	Unknown	4.00E+06	4.03E+06	3.82E+06
SPO0877	AB hydrolase-1 domain-containing protein	478689	467287	452596
SPO0878	Glycine cleavage system H protein	459269	299779	393406
SPO0879	Acyl-CoA dehydrogenase family protein	7.47E+06	7.38E+06	7.39E+06
SPO0880	Thioesterase family protein	1.39E+06	1.43E+06	1.49E+06
SPO0881	Ribbon-helix-helix protein CopG domain-containing protein	2.49E+06	2.34E+06	2.49E+06
SPO0882	Uncharacterized protein	51278	74343.2	79464.9
SPO0883	Polyphosphate kinase	1.13E+06	989941	1.01E+06
SPO0884	Nickel/cobalt efflux system	1.13E+06	1.03E+06	1.02E+06
SPO0885	"Hydrolase, alpha/beta fold family"	3.00E+06	3.06E+06	2.91E+06
SPO0886	Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10) (Cpn10)	1.21E+08	1.22E+08	1.19E+08
SPO0887	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	1.57E+08	1.54E+08	1.51E+08
SPO0888	"Acetyltransferase, GNAT family"	3.37E+06	3.43E+06	3.39E+06
SPO0889	"Membrane protein, putative"	156138	142334	155764
SPO0890	"Lipase, putative"	1.06E+06	989017	966409
SPO0891	"Alkylphosphonate utilization protein PhnM, putative"	895702	855005	893266
SPO0892	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	6.74E+06	6.88E+06	6.93E+06
SPO0893	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	5.99E+06	5.94E+06	5.85E+06
SPO0894	DUF465 domain-containing protein	510756	460870	476107
SPO0895	"Heat shock protein, Hsp20 family"	2.08E+06	2.19E+06	1.94E+06
SPO0896	DUF1150 family protein	102266	102344	110726
SPO0897	"Phenazine biosynthesis protein, PhzF family"	3.66E+06	3.53E+06	3.73E+06
SPO0898	Glycosyl transferase CAP10 domain-containing protein	1.37E+06	1.36E+06	1.37E+06
SPO0899	Uncharacterized protein	2.76E+06	2.82E+06	2.85E+06
SPO0900	Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)	2.22E+07	2.19E+07	2.20E+07
SPO0901	Adenylate/guanylate cyclase	442416	475135	471359
SPO0902	RES domain-containing protein	1.69E+06	1.74E+06	1.75E+06
SPO0903	Thioredoxin reductase (EC 1.8.1.9)	9.54E+06	8.94E+06	9.37E+06
SPO0904	"Leucine-responsive regulatory protein, putative"	2.97E+06	3.01E+06	2.89E+06
SPO0905	Hedgehog/Intein (Hint) domain-containing protein	124114	185108	163319
SPO0906	Purine nucleoside phosphorylase	2.68E+06	2.51E+06	2.36E+06
SPO0907	ATP synthase beta subunit/transription termination factor rho	1.35E+06	1.38E+06	1.39E+06
SPO0908	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	545582	530925	619818
SPO0909	Pyrroline-5-carboxylate reductase	624471	668318	688030
SPO0910	Diacylglyceryl transferase	79127.5	94280.6	86724.8
SPO0911	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	5.72E+06	5.68E+06	5.80E+06
SPO0912	Chaperonin csaA	2.70E+06	2.79E+06	2.77E+06
SPO0913	D-isomer specific 2-hydroxyacid dehydrogenase family protein	5.82E+06	6.26E+06	5.97E+06
SPO0914	Thymidine kinase (EC 2.7.1.21)	3.90E+06	3.79E+06	3.81E+06
SPO0915	Uncharacterized protein	3.99E+06	4.03E+06	3.75E+06
SPO0916	DUF2332 domain-containing protein	400338	364419	375218
SPO0917	Glyoxalase family protein	124555	113716	123201
SPO0918	3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	5.40E+06	5.35E+06	5.18E+06
SPO0919	"Transcriptional regulator, MarR family"	147891	148490	124435
SPO0920	"Efflux transporter, RND family, MFP subunit"	2.42E+06	2.42E+06	2.28E+06
SPO0921	"Transporter, AcrB/AcrD/AcrF family"	1.27E+06	1.35E+06	1.34E+06
SPO0922	Glyoxalase/fosfomycin resistance/dioxygenase domain-containing protein	677007	653885	727517
SPO0923	Carbamoyl phosphate synthase large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain)	2.62E+07	2.57E+07	2.59E+07
SPO0924	Para-aminobenzoate synthase component I (EC 4.1.3.-)	856259	911300	897400
SPO0925	Probable branched-chain-amino-acid aminotransferase	956853	979953	826217
SPO0926	Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)	1.89E+07	1.85E+07	1.88E+07
SPO0928	Restriction endonuclease BglII	1.72E+06	1.67E+06	1.68E+06
SPO0929	"Type II DNA modification methyltransferase, putative"	1.29E+06	1.30E+06	1.25E+06
SPO0931	Response regulator	425069	417779	397518
SPO0932	Methylmalonyl-CoA epimerase (EC 5.1.99.1)	1.02E+07	1.02E+07	1.01E+07
SPO0933	Secreted protein	740834	733861	736376
SPO0934	"Membrane protein, putative"	246060	224637	227495
SPO0935	Putative NAD(P)H nitroreductase (EC 1.-.-.-)	4.50E+06	4.74E+06	4.53E+06
SPO0936	Lipoprotein	50077.8
