Accession Number	Annotation	1	2	3
SPO0318	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	1.05E+06	1.06E+06	1.09E+06
SPO0319	Decaprenyl diphosphate synthase (EC 2.5.1.31)	8.47E+06	7.97E+06	8.20E+06
SPO0320	DUF2007 domain-containing protein	1.38E+06	1.64E+06	1.60E+06
SPO0321	Methyltransferase domain-containing protein	1.20E+06	1.19E+06	1.20E+06
SPO0322	DUF465 domain-containing protein	2.10E+07	2.18E+07	2.06E+07
SPO0324	"Transcriptional regulator, LysR family"	446478	432037	435280
SPO0325	Acetoacetyl-CoA reductase (EC 1.1.1.36)	1.18E+08	1.12E+08	1.16E+08
SPO0326	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	9.90E+07	9.31E+07	9.68E+07
SPO0327	EAL domain protein		522267	383405
SPO0328	Fatty acid hydroxylase domain-containing protein	89995.7	55106.6	44566.2
SPO0329	Uncharacterized protein	680479	731398	657913
SPO0330	Cytochrome c peroxidase (EC 1.11.1.5)	269111	71790.8	124877
SPO0331	"Thiol:disulfide interchange protein, putative"	4.16E+06	4.43E+06	4.19E+06
SPO0332	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	1.57E+07	1.53E+07	1.57E+07
SPO0334	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	4.41E+06	4.45E+06	4.37E+06
SPO0335	TIGR02302 family protein	1.53E+06	1.56E+06	1.52E+06
SPO0336	MJ0042 family finger-like domain protein	6.09E+06	6.30E+06	6.11E+06
SPO0337	Cell division ATP-binding protein FtsE	1.83E+06	1.75E+06	1.76E+06
SPO0338	"Cell division permease protein FtsX, putative"	2.36E+06	2.21E+06	2.16E+06
SPO0339	Acyltransferase family protein	3.64E+06	3.39E+06	3.42E+06
SPO0340	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	1.60E+07	1.51E+07	1.52E+07
SPO0342	ABM domain-containing protein	779360	767890	821083
SPO0343	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2)	1.86E+07	1.87E+07	1.97E+07
SPO0344	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase)	8.19E+06	8.13E+06	8.27E+06
SPO0344a	Unknown	1.55E+06	1.57E+06	1.48E+06
SPO0345	DUF805 domain-containing protein	789909	806071	800958
SPO0346	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	3.43E+07	3.39E+07	3.30E+07
SPO0346a	Unknown	2.53E+06	2.71E+06	2.70E+06
SPO0347	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	3.60E+07	3.71E+07	3.50E+07
SPO0348	"Glycosyl transferase, group 2 family protein"	1.82E+06	1.78E+06	1.91E+06
SPO0349	Malate dehydrogenase (EC 1.1.1.37)	9.68E+07	9.68E+07	9.45E+07
SPO0352	"Citrate lyase, beta subunit (EC 4.1.3.34, EC 4.1.3.6)"	7.70E+06	7.07E+06	6.90E+06
SPO0353	NnrU family protein	984672	845819	1.12E+06
SPO0354	DUF1737 domain-containing protein	426723	416026	386985
SPO0355	Uncharacterized protein	1.47E+07	1.46E+07	1.46E+07
SPO0356	Lipoprotein	489444	513988	505043
SPO0357	von Willebrand factor type A domain protein	105264	135329	96231.9
SPO0358	Succinate dehydrogenase cytochrome b556 subunit	761252	571869	809731
SPO0359	Succinate dehydrogenase hydrophobic membrane anchor subunit	1.01E+06	1.06E+06	1.21E+06
SPO0360	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	2.69E+07	2.75E+07	2.79E+07
SPO0360a	Unknown	1.33E+07	1.24E+07	1.34E+07
SPO0361	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	1.02E+07	9.57E+06	1.01E+07
SPO0362	Type I secretion target repeat protein	2.16E+06	2.24E+06	2.08E+06
SPO0365	DUF1989 domain-containing protein	1.67E+06	1.65E+06	1.56E+06
SPO0366	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	2.34E+06	2.35E+06	2.56E+06
SPO0367	"DNA-binding protein, H-NS family"	2.41E+07	2.38E+07	2.22E+07
SPO0368	Methylmalonyl-CoA mutase (EC 5.4.99.2)	5.40E+06	5.28E+06	5.10E+06
SPO0369	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	1.19E+06	1.24E+06	1.33E+06
SPO0370	Crotonyl-CoA reductase	1.63E+07	1.62E+07	1.67E+07
SPO0371	Autoinducer-binding transcriptional regulator LuxR	858136	845840	835076
SPO0372	Acyl-homoserine-lactone synthase (EC 2.3.1.184) (Autoinducer synthesis protein)	173980	168587	180811
SPO0373	"Helicase, ATP-dependent, putative"	2.40E+06	2.42E+06	2.35E+06
SPO0374	Transmembrane protein	1.40E+06	1.57E+06	1.46E+06
SPO0375	Probable membrane transporter protein	432335	323385	301511
SPO0376	"Sugar ABC transporter, permease protein"	3.63E+06	3.78E+06	3.97E+06
SPO0377	"Sugar ABC transporter, permease protein"	464251	304586	496189
SPO0378	"Sugar ABC transporter, ATP-binding protein"	2.76E+06	2.83E+06	2.74E+06
SPO0379	"Sugar ABC transporter, periplasmic sugar-binding protein"	2.38E+07	2.41E+07	2.32E+07
SPO0380	"Ribosomal-protein-alanine acetyltransferase, putative"		24778.8	22515.2
SPO0381	"Protease, putative"	899496	862980	797869
SPO0382	NifU domain protein	1.16E+07	1.23E+07	1.16E+07
SPO0383	FMN-dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17)	73295.8	74968.8	87222.6
SPO0384	Zinc finger CGNR domain-containing protein	334683	321065	341784
SPO0385	2-hydroxychromene-2-carboxylate isomerase (EC 5.99.1.4)	1.53E+06	1.56E+06	1.55E+06
SPO0386	Universal stress family protein	4.27E+06	3.95E+06	3.82E+06
SPO0387	"Membrane protein, putative"	311611	262365	327318
SPO0388	Probable branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	9.98E+06	1.01E+07	9.82E+06
SPO0389	"Transcriptional regulator, AsnC family"	2.34E+06	2.12E+06	2.08E+06
SPO0390	Glutamate/leucine/phenylalanine/valine dehydrogenase family protein	2.55E+07	2.63E+07	2.69E+07
SPO0391	"Biphenyl-2,3-diol 1,2-dioxygenase III (EC 1.13.11.39)"	914878	982916	882214
SPO0392	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	2.00E+07	2.02E+07	2.00E+07
SPO0393	Rhomboid family protein	1.20E+06	1.07E+06	1.26E+06
SPO0395	Cyclic nucleotide-binding protein	939845	957005	940906
SPO0396	Probable lipid II flippase MurJ	205016	219000	262722
SPO0397	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	2.19E+06	2.17E+06	2.20E+06
SPO0398	Leucine-binding protein domain-containing protein	3.13E+07	3.25E+07	3.19E+07
SPO0399	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	1.47E+06	1.49E+06	1.47E+06
SPO0400	UPF0102 protein SPO0400	105881	94015.9	89788.6
SPO0401	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	1.17E+07	1.10E+07	1.12E+07
SPO0402	Competence protein ComM	495931	473464	490447
SPO0403	GST N-terminal domain-containing protein	6.82E+06	6.50E+06	7.02E+06
SPO0404	Phosphoglycerate mutase family protein	1.01E+06	1.01E+06	1.03E+06
SPO0405	Bifunctional adenosylcobalamin biosynthesis protein (EC 2.7.1.156) (EC 2.7.7.62)	784786	727164	827347
SPO0406	RNA polymerase sigma-32 factor	130910	151330	138787
SPO0407	Haem-binding uptake Tiki superfamily ChaN domain-containing protein	751202	734431	709205
SPO0408	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	5.08E+06	5.29E+06	5.10E+06
SPO0409	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	4.99E+06	5.08E+06	4.80E+06
SPO0410	"Molybdopterin biosynthesis protein MoeB, putative"	1.07E+06	995653	981632
SPO0411	Hedgehog/Intein (Hint) domain-containing protein	142485	147321	150530
SPO0412	Phasin domain-containing protein	1.01E+07	1.02E+07	9.28E+06
SPO0413	Cys/Met metabolism PLP-dependent enzyme family protein	592297	574828	535453
SPO0414	"Peptidyl-dipeptidase, putative"	8.55E+06	8.88E+06	8.69E+06
SPO0415	D-isomer specific 2-hydroxyacid dehydrogenase family protein	4.91E+06	4.82E+06	4.89E+06
SPO0416	Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.99.28) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	592092	631436	705570
SPO0417	Penicillin-binding protein 2	1.59E+06	1.67E+06	1.61E+06
SPO0418	"Membrane protein, putative"	562515	603791	547376
SPO0419	Cell shape-determining protein MreC (Cell shape protein MreC)	2.27E+06	2.44E+06	2.27E+06
SPO0420	Cell shape-determining protein MreB	1.58E+07	1.54E+07	1.60E+07
SPO0421	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)	970660	1.03E+06	983758
SPO0422	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	1.25E+07	1.26E+07	1.24E+07
SPO0423	"DNA-binding protein, putative"	320395	284683	347135
SPO0424	Membrane protein	110767	103877	99806
SPO0425	MORN repeat protein	2.04E+06	1.91E+06	2.05E+06
SPO0426	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	5.12E+06	5.25E+06	5.04E+06
SPO0428	"Amino acid deaminase, putative"	1.45E+06	1.49E+06	1.44E+06
SPO0429	Metallo-beta-lactamase family protein	1.30E+06	1.24E+06	1.29E+06
SPO0430	Glutamate--tRNA ligase 1 (EC 6.1.1.17) (Glutamyl-tRNA synthetase 1) (GluRS 1)	7.46E+06	7.51E+06	7.49E+06
SPO0431	Gamma-glutamylcyclotransferase AIG2-like domain-containing protein	764185	793685	746742
SPO0432	Rrf2 family protein	612171	651989	625699
SPO0433	"ABC transporter, permease protein"	642517	634523	700344
SPO0434	"ABC transporter, ATP-binding protein"	1.29E+06	1.34E+06	1.29E+06
SPO0435	"Acyl-CoA thioesterase, putative"	943826	907130	757171
SPO0436	Abasic site processing protein (EC 3.4.-.-)	562737	548721	576318
SPO0437	Cold shock family protein	2.76E+07	3.04E+07	2.76E+07
SPO0438	ErfK/YbiS/YcfS/YnhG family protein/Tat domain protein	3.05E+06	3.08E+06	3.19E+06
SPO0440	Thioesterase family protein	3.17E+06	3.04E+06	3.01E+06
SPO0442	Thioredoxin	727089	827510	815473
SPO0445	Transposase IS200-like domain-containing protein	30705.9	138389	61265.7
SPO0446	Energy-dependent translational throttle protein EttA (EC 3.6.1.-) (Translational regulatory factor EttA)	1.99E+07	2.04E+07	2.01E+07
SPO0447	Uncharacterized protein
SPO0448	MOSC domain protein	256152	231589	210533
SPO0449	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	934850	965132	993854
SPO0450	"Membrane protein, putative"
SPO0451	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase (EC 3.4.16.4)	1.39E+06	1.39E+06	1.42E+06
SPO0452	Co-chaperone DjlA N-terminal domain-containing protein	665430	584731	685035
SPO0454	"Transcriptional regulator, LysR family"	2.12E+06	2.21E+06	2.21E+06
SPO0455	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	9.55E+06	9.42E+06	9.67E+06
SPO0456	DUF4389 domain-containing protein	1.74E+06	2.07E+06	1.99E+06
SPO0457	DUF4864 domain-containing protein	169145	142525	147308
SPO0459	Pectate lyase superfamily protein domain-containing protein	114004	106325	97790.1
SPO0460	Lipoprotein	234358	199837	419779
SPO0461	ParA family protein	4.18E+06	4.12E+06	4.07E+06
SPO0462	Antibiotic biosynthesis monooxygenase domain protein	5.34E+06	5.22E+06	5.13E+06
SPO0463	Universal stress family protein	3.67E+06	3.92E+06	3.78E+06
SPO0464	RNase NYN domain-containing protein	1.01E+06	996049	922894
SPO0465	Pyridoxamine 5'-phosphate oxidase family protein	231631	211478	220035
SPO0466	"Transporter, formate/nitrate family"	568041	500719	542752
SPO0467	"Transcriptional regulator, GntR family"	444373	462639	459686
SPO0468	Alkylphosphonate utilization protein PhnG	599650	570720	525564
SPO0469	Alkylphosphonate utilization protein PhnH	179528	168822	167876
SPO0470	Alkylphosphonate utilization protein PhnI	288081	325083	307820
SPO0471	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (PRPn C-P lyase) (EC 4.7.1.1)	470925	417886	467167
SPO0472	Alkylphosphonate utilization protein PhnK	200886	225124	211854
SPO0473	Alkylphosphonate utilization protein PhnL	202343	203356	189919
SPO0474	"Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase)"	652711	649267	604758
SPO0475	Phosphonate metabolism protein	1.29E+06	1.21E+06	1.13E+06
SPO0476	Alkylphosphonate utilization protein PhnM	1.91E+06	1.89E+06	1.89E+06
SPO0477	Excalibur calcium-binding domain-containing protein	403987	383320	362669
SPO0478	DUF1344 domain-containing protein	124228	105522	91724.2
SPO0479	"ISSpo8, transposase"	440912	116660	125833
SPO0481	"Acetyltransferase, GNAT family"	2.89E+06	2.77E+06	2.80E+06
SPO0482	NADH-ubiquinone oxidoreductase family protein	1.50E+07	1.51E+07	1.45E+07
SPO0483	"Microcystin dependent protein, putative"	855177	950094	837679
SPO0484	Large ribosomal subunit protein uL2 (50S ribosomal protein L2)	8.50E+07	8.33E+07	8.35E+07
SPO0485	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	7.23E+07	7.06E+07	7.55E+07
SPO0486	Large ribosomal subunit protein uL22 (50S ribosomal protein L22)	5.62E+07	5.57E+07	5.95E+07
SPO0487	Small ribosomal subunit protein uS3 (30S ribosomal protein S3)	1.44E+08	1.41E+08	1.46E+08
SPO0488	Large ribosomal subunit protein uL16 (50S ribosomal protein L16)	6.85E+07	7.16E+07	7.40E+07
SPO0490	Calcium-binding domain protein	2.99E+06	619609
SPO0491	Fe2OG dioxygenase domain-containing protein	5.29E+06	5.06E+06	4.92E+06
SPO0491a	Unknown	2.65E+06	2.68E+06	2.80E+06
SPO0492	Cyclic nucleotide-binding domain protein	123167	149285	170935
SPO0493	Large ribosomal subunit protein uL29 (50S ribosomal protein L29)	8.48E+06	8.17E+06	7.97E+06
SPO0494	Small ribosomal subunit protein uS17 (30S ribosomal protein S17)	2.18E+07	2.02E+07	2.02E+07
SPO0495	Large ribosomal subunit protein uL14 (50S ribosomal protein L14)	4.25E+07	4.13E+07	4.31E+07
SPO0496	Large ribosomal subunit protein uL24 (50S ribosomal protein L24)	8.86E+07	9.10E+07	8.52E+07
SPO0497	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	6.48E+07	6.52E+07	6.66E+07
SPO0498	Small ribosomal subunit protein uS14 (30S ribosomal protein S14)	1.28E+08	1.25E+08	1.26E+08
SPO0499	Small ribosomal subunit protein uS8 (30S ribosomal protein S8)	8.44E+07	8.20E+07	8.14E+07
SPO0500	Large ribosomal subunit protein uL6 (50S ribosomal protein L6)	3.79E+07	3.99E+07	4.06E+07
SPO0501	Large ribosomal subunit protein uL18 (50S ribosomal protein L18)	1.14E+08	1.14E+08	1.09E+08
SPO0502	Small ribosomal subunit protein uS5 (30S ribosomal protein S5)	9.44E+07	9.46E+07	9.38E+07
SPO0503	Large ribosomal subunit protein uL30 (50S ribosomal protein L30)	8.93E+07	9.49E+07	9.39E+07
SPO0504	Lipoprotein	3.07E+07	3.07E+07	3.02E+07
SPO0504a	Unknown	5.44E+06	5.66E+06	5.03E+06
SPO0505	Large ribosomal subunit protein uL15 (50S ribosomal protein L15)	6.87E+07	6.84E+07	7.14E+07
SPO0506	Protein translocase subunit SecY	6.78E+06	6.83E+06	6.28E+06
SPO0507	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	8.92E+06	8.83E+06	8.61E+06
SPO0508	PET hydrolase-like domain-containing protein	1.49E+06	1.48E+06	1.35E+06
SPO0509	Small ribosomal subunit protein uS13 (30S ribosomal protein S13)	1.25E+08	1.13E+08	1.16E+08
SPO0510	Small ribosomal subunit protein uS11 (30S ribosomal protein S11)	6.04E+07	6.13E+07	6.04E+07
SPO0511	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	4.82E+07	4.73E+07	4.81E+07
SPO0512	Large ribosomal subunit protein bL17 (50S ribosomal protein L17)	4.64E+07	4.50E+07	5.06E+07
SPO0513	DUF3052 domain-containing protein	816239	722055	697591
SPO0514	"Periplasmic serine protease, DO/DeqQ family"	4.74E+06	4.71E+06	4.75E+06
SPO0515	Replication-associated recombination protein A	869742	846541	840332
SPO0516	Pseudouridine synthase (EC 5.4.99.-)	5.05E+06	5.19E+06	5.13E+06
SPO0517	"HAD-superfamily hydrolase, subfamily IA, variant 1"	1.79E+06	1.94E+06	2.04E+06
SPO0518	ATPase	4.07E+06	3.97E+06	3.82E+06
SPO0519	"Glutamate/glutamine/aspartate/asparagine ABC transporter, periplasmic substrate-binding protein"	1.11E+08	1.08E+08	1.01E+08
SPO0520	"Glutamate/glutamine/aspartate/asparagine ABC transporter, permease protein"	8.31E+06	8.18E+06	8.94E+06
SPO0521	"Glutamate/glutamine/aspartate/asparagine ABC transporter, permease protein"	4.79E+06	4.38E+06	4.78E+06
SPO0522	"Glutamate/glutamine/aspartate/asparagine ABC transporter, ATP-binding protein"	2.22E+07	2.23E+07	2.22E+07
SPO0523	Phosphoglycerate mutase family protein	3.35E+06	3.51E+06	3.55E+06
SPO0524	4Fe-4S ferredoxin-type domain-containing protein	1.34E+06	1.21E+06	1.21E+06
SPO0525	Sterol desaturase-like protein	77694.6	81256.3	79297
SPO0526	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	8.40E+06	8.48E+06	8.47E+06
SPO0527	"Oxidoreductase, short chain dehydrogenase/reductase family"	5.03E+06	4.88E+06	4.82E+06
SPO0528	"Membrane protein, putative"	6.17E+07	6.27E+07	6.31E+07
SPO0530	Probable GTP-binding protein EngB	3.15E+06	3.28E+06	3.11E+06
SPO0531	MOSC domain protein	3.96E+06	3.98E+06	3.69E+06
SPO0532	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	1.17E+07	1.13E+07	1.20E+07
SPO0533	"Diguanylate cyclase, putative"	45306.7	66545.1	43477.3
SPO0534	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	1.64E+06	1.66E+06	1.64E+06
SPO0535	K+-dependent Na+/Ca+ exchanger related-protein	306062	313249	319018
SPO0536	Putative membrane protein insertion efficiency factor	826173	802148	829917
SPO0537	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	937828	904594	848224
SPO0538	Large ribosomal subunit protein bL34 (50S ribosomal protein L34)	7.29E+07	7.25E+07	7.30E+07
SPO0539	TVP38/TMEM64 family membrane protein	332366	338939	349609
SPO0540	"Mercuric reductase, putative"	879869	889171	897816
SPO0541	histidine kinase (EC 2.7.13.3)	1.93E+06	1.94E+06	1.95E+06
SPO0543	FAD dependent oxidoreductase domain-containing protein	536234	550851	519816
SPO0544	Aminomethyl transferase family protein	215204	171359	192343
SPO0545	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	2.30E+06	2.18E+06	2.24E+06
SPO0546	Uncharacterized protein	529415	464010	445205
SPO0547	Transposase IS200-like domain-containing protein	69616.8		39825
SPO0549	S-adenosyl-L-methionine methyltransferase	1.16E+06	1.09E+06	1.11E+06
SPO0550	Polysaccharide deacetylase	1.51E+06	1.42E+06	1.44E+06
SPO0551	Glycosyl transferase family 28 C-terminal domain-containing protein	1.14E+06	1.13E+06	1.13E+06
SPO0552	Phosphoglycerate mutase family protein	1.45E+06	1.43E+06	1.40E+06
SPO0553	"Glycosyltransferase, group 1"	1.04E+06	1.04E+06	1.01E+06
SPO0554	"Glycosyl transferase, group 1 family protein"	2.31E+06	2.24E+06	2.21E+06
SPO0555	Glycosyl transferase family 28 C-terminal domain-containing protein	3.47E+06	3.57E+06	3.59E+06
SPO0556	UDP-glucose/GDP-mannose dehydrogenase family protein	2.18E+06	2.23E+06	2.16E+06
SPO0557	Mechanosensitive ion channel family protein	2.49E+06	2.44E+06	2.75E+06
SPO0558	"Oligopeptide ABC transporter, permease protein"	1.93E+06	1.86E+06	1.86E+06
SPO0559	"Oligopeptide ABC transporter, permease protein"	283084	1.04E+06	302318
SPO0560	"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein"	5.54E+06	5.54E+06	5.59E+06
SPO0561	ABC transporter	2.57E+06	2.62E+06	2.62E+06
SPO0562	S-adenosyl-L-methionine methyltransferase	4.70E+06	4.95E+06	4.80E+06
SPO0563	"Glutathione S-transferase, putative"	2.68E+06	2.78E+06	2.68E+06
SPO0564	Aminomethyl transferase family protein	610073	625460	631705
SPO0565	Methyltransferase (EC 2.1.1.-)	207447	207949	207970
SPO0566	"Transcriptional regulator, TetR family"	523738	483758	557896
SPO0567	"Oxidoreductase, FAD-binding protein"	1.56E+06	1.65E+06	1.61E+06
SPO0568	Pyruvate ferredoxin/flavodoxin oxidoreductase family protein	5.41E+06	5.40E+06	5.28E+06
SPO0569	"Transcriptional regulator, AsnC family"	634397	576202	564650
SPO0570	LysM domain-containing protein	215526	261203	242428
SPO0571	PKD domain protein	480900	528811	465260
SPO0572	Adenylate/guanylate cyclase	501274	518405	495252
SPO0573	DUF3307 domain-containing protein	36884.2	55388.6	58924.7
SPO0574	"ABC transporter, transmembrane ATP-binding protein, putative"	1.76E+06	1.78E+06	1.82E+06
SPO0575	Acyl-CoA dehydrogenase (EC 1.3.99.-)	2.40E+06	2.31E+06	2.29E+06
SPO0576	"Transcriptional regulator, TetR family"	986344	999127	956593
SPO0577	Terpene utilization protein AtuA	720464	740362	699610
SPO0578	Acetyl-CoA carboxylase carboxyltransferase	686161	677062	637086
SPO0579	"Acetyl-CoA carboxylase, biotin carboxylase, putative"	843263	839060	782120
