Accession Number	Annotation	1	2	3
SPO2762	biotin--[biotin carboxyl-carrier protein] ligase (EC 6.3.4.15)	3.36E+06	2.98E+06	2.84E+06
SPO2763	NADH-quinone oxidoreductase subunit N (EC 7.1.1.-) (NADH dehydrogenase I subunit N) (NDH-1 subunit N)	2.02E+06	3.03E+06	3.16E+06
SPO2764	"NADH dehydrogenase I, M subunit (EC 1.6.5.11)"	1.22E+06	1.80E+06	1.46E+06
SPO2765	"NADH dehydrogenase I, L subunit (EC 1.6.5.11)"	26800.1	17577.3	2.59E+06
SPO2766	NADH-quinone oxidoreductase subunit K (EC 7.1.1.-) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	627719	814270	732847
SPO2767	NADH-quinone oxidoreductase subunit J (EC 7.1.1.-)	3.04E+06	4.42E+06	3.81E+06
SPO2768	"4-carboxymuconolactone decarboxylase, putative"	1.02E+06	2.08E+06	1.81E+06
SPO2769	Uncharacterized protein	3.62E+06	3.08E+06	3.14E+06
SPO2770	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	9.89E+06	8.35E+06	7.96E+06
SPO2771	Uncharacterized protein	570220	1.94E+06	1.97E+06
SPO2772	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	2.38E+06	4.30E+06	4.07E+06
SPO2773	"Lipoprotein, putative"	455290	360494	389236
SPO2774	NADH-quinone oxidoreductase (EC 7.1.1.-)	1.44E+07	1.38E+07	1.39E+07
SPO2775	DUF5333 domain-containing protein	4.78E+06	3.60E+06	3.67E+06
SPO2776	Lipoprotein	6.91E+06	7.49E+06	7.92E+06
SPO2777	NADH-quinone oxidoreductase subunit F (EC 7.1.1.-)	9.15E+06	1.07E+07	1.08E+07
SPO2778	Uncharacterized protein	577318	1.22E+06	938586
SPO2779	Uncharacterized protein	1.85E+06	2.53E+06	2.47E+06
SPO2780	NADH:ubiquinone oxidoreductase 41 kD complex I subunit	1.39E+07	1.54E+07	1.54E+07
SPO2781	"Lipoprotein, putative"	1.22E+07	1.75E+07	1.77E+07
SPO2782	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	9.26E+06	9.75E+06	9.78E+06
SPO2784	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	1.01E+07	1.55E+07	1.48E+07
SPO2785	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	5.68E+06	4.32E+06	4.38E+06
SPO2786	NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	489981	973755	889400
SPO2787	Enoyl-CoA hydratase/isomerase family protein	3.23E+06	4.06E+06	4.24E+06
SPO2788	Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	6.76E+06	7.33E+06	6.93E+06
SPO2789	"Methylcrotonyl-CoA carboxylase, alpha subunit (EC 6.4.1.4)"	1.60E+06	1.79E+06	1.84E+06
SPO2790	"Methylcrotonyl-CoA carboxylase, beta subunit (EC 6.4.1.4)"	1.25E+06	1.00E+06	996375
SPO2791	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	219077	192996	222541
SPO2792	Outer membrane protein OmpW	45074.1	209883	214471
SPO2793	"Isovaleryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.4)"	2.56E+06	2.61E+06	2.46E+06
SPO2795	"Aminotransferase, DegT/DnrJ/EryC1/StrS family"	2.23E+06	2.82E+06	2.86E+06
SPO2796	Phosphoglycolate phosphatase (EC 3.1.3.18)	1.48E+06	2.11E+06	2.01E+06
SPO2797	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	2.33E+07	1.83E+07	1.85E+07
SPO2798	DNA alkylation repair enzyme	3.67E+06	3.35E+06	3.61E+06
SPO2799	"GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)"	5.19E+06	4.63E+06	4.50E+06
SPO2800	3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase)	2.50E+06	2.15E+06	2.20E+06
SPO2801	Lipopolysaccharide core biosynthesis mannosyltransferase (EC 2.4.1.-)	1.64E+06	1.67E+06	1.66E+06
SPO2802	Bmp family protein	2.24E+06	3.51E+06	3.54E+06
SPO2803	"Sugar ABC transporter, ATP-binding protein"	373497	319314	319263
SPO2804	"Sugar ABC transporter, permease protein"	207469	288147	260338
SPO2805	"Sugar ABC transporter, permease protein"	125193	89524.1	96687.1
SPO2806	"Cytosine deaminase, putative"	1.36E+06	1.57E+06	1.61E+06
SPO2807	Glyoxalase-like domain-containing protein	1.19E+06	1.31E+06	1.43E+06
SPO2808	Amidohydrolase family protein	1.43E+07	1.58E+07	1.55E+07
SPO2809	Amidohydrolase family protein	2.97E+06	3.39E+06	3.31E+06
SPO2810	Amidohydrolase family protein	3.66E+06	3.77E+06	3.78E+06
SPO2811	Amidohydrolase family protein	3.21E+06	3.54E+06	3.76E+06
SPO2812	succinyl-diaminopimelate desuccinylase (EC 3.5.1.18)	3.76E+06	3.43E+06	3.36E+06
SPO2813	Glutathione import ATP-binding protein GsiA (EC 7.4.2.10)	6.66E+06	5.86E+06	5.82E+06
SPO2814	"Peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein"	4.78E+07	5.47E+07	5.58E+07
SPO2815	"Peptide/nickel/opine uptake family ABC transporter, permease protein"	3.20E+06	4.69E+06	4.97E+06
SPO2816	"Peptide/nickel/opine uptake family ABC transporter, permease protein"	4.60E+06	4.24E+06	3.89E+06
SPO2817	YeeE/YedE family protein	1.08E+06	2.23E+06	2.17E+06
SPO2818	DUF3422 domain-containing protein	1.18E+06	1.09E+06	1.08E+06
SPO2819	NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta)	8.84E+06	1.01E+07	1.01E+07
SPO2820	NAD(P) transhydrogenase subunit alpha (EC 7.1.1.1)	2.30E+07	2.12E+07	2.12E+07
SPO2821	Isoprenylcysteine carboxyl methyltransferase family protein	1.56E+06	2.76E+06	2.37E+06
SPO2822	SoxH protein-like protein	306344	683877	684206
SPO2823	D-beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	2.97E+06	3.17E+06	2.95E+06
SPO2824	Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase)	3.47E+06	4.75E+06	4.41E+06
SPO2825	"Transcriptional regulator, TetR family"	265185	282620	277304
SPO2826	"Isoquinoline 1-oxidoreductase, alpha subunit (EC 1.3.99.16)"	219931	235606	205632
SPO2827	"Isoquinoline 1-oxidoreductase, beta subunit, putative"	1.98E+06	1.83E+06	1.76E+06
SPO2828	Type I secretion target repeat protein	22455.9	28301	30062.1
SPO2829	Dipeptidase (EC 3.4.-.-)	438220	473868	411924
SPO2835	"Dipeptide ABC transporter, periplasmic dipeptide-binding protein"	252022	394969	360202
SPO2836	"DNA-binding protein, putative"	910852	1.01E+06	960372
SPO2837	Uncharacterized protein	5.85E+06	5.90E+06	6.52E+06
SPO2838	GlcG protein	3.12E+06	3.51E+06	4.38E+06
SPO2839	Malate synthase G (EC 2.3.3.9)	9.36E+06	8.88E+06	8.96E+06
SPO2840	diguanylate cyclase (EC 2.7.7.65)	298134	270665	283512
SPO2841	Aminopeptidase N (EC 3.4.11.2)	6.23E+06	7.84E+06	7.79E+06
SPO2842	"Oxidoreductase, short chain dehydrogenase/reductase family"	3.94E+06	3.76E+06	3.73E+06
SPO2843	YcxB-like protein domain-containing protein	750467	1.19E+06	1.14E+06
SPO2845	Uncharacterized protein	256100	254676	222079
SPO2846	NAD-dependent epimerase/dehydratase domain-containing protein	368826	268872	253437
SPO2847	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	1.86E+07	1.83E+07	1.85E+07
SPO2848	DUF4177 domain-containing protein	1.40E+07	1.60E+07	1.88E+07
SPO2849	"BolA protein, truncation"	5.54E+06	5.09E+06	4.69E+06
SPO2850	DnaJ domain protein	8.62E+06	7.22E+06	7.39E+06
SPO2851	Hedgehog/Intein (Hint) domain-containing protein	113708	87452.4	66154.9
SPO2853	cobaltochelatase subunit CobS (EC 6.6.1.2)	2.32E+07	2.51E+07	2.46E+07
SPO2854	Thermonuclease (EC 3.1.31.1)	1.10E+06	1.04E+06	970418
SPO2855	cobaltochelatase subunit CobT (EC 6.6.1.2)	1.15E+07	1.09E+07	1.07E+07
SPO2856	Lipoprotein	950443	1.11E+06	1.07E+06
SPO2857	"Metallopeptidase, family M24"	8.01E+06	9.67E+06	9.58E+06
SPO2858	DUF427 domain-containing protein	9.69E+06	9.72E+06	1.05E+07
SPO2859	3-hydroxyisobutyrate dehydrogenase family protein	247665	212969	248759
SPO2860	"Transcriptional regulator, LysR family"	847075	712567	704323
SPO2861	Metal-binding protein	5.44E+06	5.15E+06	5.32E+06
SPO2862	CobW	2.67E+07	2.72E+07	2.66E+07
SPO2863	CobN	1.29E+06	1.46E+06	1.49E+06
SPO2864	CobG	1.94E+06	2.10E+06	2.05E+06
SPO2865	Precorrin-8X methylmutase (EC 5.4.99.61)	9.97E+06	1.08E+07	1.05E+07
SPO2866	Precorrin-2 C20-methyltransferase (EC 2.1.1.130)	4.30E+06	3.45E+06	3.55E+06
SPO2867	Precorrin-3B C17-methyltransferase (EC 2.1.1.131)	2.74E+06	2.80E+06	2.76E+06
SPO2868	Precorrin-6x reductase (EC 1.3.1.54)	2.72E+06	2.29E+06	2.39E+06
SPO2869	"Precorrin-6Y C5,15-methyltransferase (Decarboxylating) (EC 2.1.1.132)"	2.16E+06	1.86E+06	1.84E+06
SPO2870	Cobalamin biosynthesis domain protein	392729	258866	268205
SPO2871	Precorrin-4 C11-methyltransferase (EC 2.1.1.133)	2.01E+06	2.70E+06	2.63E+06
SPO2872	"Hydrogenobyrinate a,c-diamide synthase (EC 6.3.5.9) (Hydrogenobyrinic acid a,c-diamide synthase)"	5.25E+06	3.81E+06	3.95E+06
SPO2873	uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)	2.46E+06	2.78E+06	2.51E+06
SPO2874	Precorrin-6A synthase [deacetylating] (EC 2.1.1.152)	3.24E+06	3.07E+06	2.91E+06
SPO2875	"Cobalt transporter, subunit CbtB"	4.44E+06	5.24E+06	4.93E+06
SPO2877	DUF4399 domain-containing protein	2.31E+07	1.93E+07	1.84E+07
SPO2878	Metal-binding protein	418507	570487	617814
SPO2879	"Transcriptional regulator, LysR family"	768561	784781	768730
SPO2880	L-aspartate dehydrogenase (EC 1.4.1.21)	38715.6		17837.1
SPO2881	"Xanthine dehydrogenase family protein, large subunit"	260822	210851	148995
SPO2882	Dihydrodipicolinate synthase family protein	464375	340454	408628
SPO2883	Thiamine pyrophosphate-binding domain protein	558205	729100	714331
SPO2884	DUF302 domain-containing protein	920933	1.03E+06	1.03E+06
SPO2885	"Acetolactate synthase, catabolic, putative"	2.19E+06	2.41E+06	2.49E+06
SPO2886	CAIB/BAIF family protein	5.11E+06	3.80E+06	3.95E+06
SPO2887	Tetratricopeptide repeat protein 38	5.82E+06	6.59E+06	6.05E+06
SPO2888	"Membrane protein, putative"	569821	957916	829158
SPO2889	Periplasmic glucan biosynthesis protein MdoG	4.46E+06	5.36E+06	5.26E+06
SPO2890	Glucans biosynthesis glucosyltransferase H	100748	150532	141847
SPO2891	Phospholipase/carboxylesterase/thioesterase domain-containing protein	764275	539066	608482
SPO2892	Rhodanese domain-containing protein	892905	800336	790511
SPO2893	PH adaption potassium efflux system protein PhaA	1.19E+06	1.56E+06	1.39E+06
SPO2894	PH adaption potassium efflux system protein	927806	1.80E+06	1.73E+06
SPO2895	PH adaption potassium efflux system protein PhaD	1.89E+06	3.00E+06	3.12E+06
SPO2896	PH adaption potassium efflux system protein PhaE	761300	1.33E+06	1.54E+06
SPO2897	PH adaptation potassium efflux system protein PhaF	233374	422454	401485
SPO2898	PH adaption potassium efflux system protein PhaG	815558	874495	1.06E+06
SPO2899	"Selenide,water dikinase, putative"	2.03E+06	1.94E+06	1.91E+06
SPO2900	Rhodanese domain-containing protein	1.47E+06	1.17E+06	1.24E+06
SPO2901	Abasic site processing protein (EC 3.4.-.-)	1.17E+06	951064	983312
SPO2902	Glutathione S-transferase family protein	416423	515226	503699
SPO2903	TPR/sulfotransferase domain protein	2.84E+06	2.12E+06	2.06E+06
SPO2904	"Ser/Thr protein phosphatase/nucleotidase, putative"	1.01E+07	1.40E+07	1.59E+07
SPO2905	DUF952 domain-containing protein	470520	577355	624245
SPO2906	DUF1330 domain-containing protein	4.47E+06	5.42E+06	5.14E+06
SPO2907	dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)	6.35E+06	6.16E+06	6.23E+06
SPO2908	Arsenate reductase (EC 1.20.4.1)	1.53E+06	1.84E+06	1.56E+06
SPO2909	DNA-damage-inducible protein F	343533	325258	420105
SPO2910	Thioesterase family protein	2.88E+06	2.59E+06	2.56E+06
SPO2911	Thioesterase family protein	8.22E+06	7.56E+06	8.04E+06
SPO2912	"Transcriptional regulator, merR family"	2.03E+06	2.89E+06	2.41E+06
SPO2914	"Transcriptional regulator, merR family"	4.38E+06	4.32E+06	4.28E+06
SPO2915	Acyl-CoA dehydrogenase family protein	1.10E+07	1.11E+07	1.15E+07
SPO2916	Ribbon-helix-helix protein CopG domain-containing protein	590550	647486	722935
SPO2917	Glutathione S-transferase family protein	2.32E+06	3.36E+06	3.66E+06
SPO2918	Acetyl-CoA acyltransferase/thiolase	1.05E+07	9.42E+06	9.54E+06
SPO2919	Cupin type-2 domain-containing protein	1.57E+06	1.63E+06	1.66E+06
SPO2920	"Fatty oxidation complex, alpha subunit"	1.36E+07	1.24E+07	1.22E+07
SPO2922	"Type II secretory pathway, pullulanase PulA"	762605	592285	573529
SPO2924	Peptidase M48 domain-containing protein	3.45E+06	3.93E+06	3.85E+06
SPO2925	Sporulation related protein	8.56E+06	5.87E+06	6.03E+06
SPO2926	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	1.09E+07	9.26E+06	8.89E+06
SPO2927	Adenosine deaminase (EC 3.5.4.4)	792624	898652	1.01E+06
SPO2928	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	1.24E+06	1.15E+06	1.32E+06
SPO2929	Thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	2.25E+06	2.08E+06	2.23E+06
SPO2930	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)	1.56E+06	436888	375216
SPO2931	Cupin type-2 domain-containing protein	1.14E+06	1.16E+06	1.17E+06
SPO2932	Malate dehydrogenase	9.62E+06	1.02E+07	1.03E+07
SPO2933	CENP-V/GFA domain-containing protein	531448	364691	413464
SPO2934	Propionate--CoA ligase (EC 6.2.1.17)	2.24E+06	2.60E+06	2.65E+06
SPO2936	Lipoprotein			26697.7
SPO2938	Amidase family protein	4.12E+06	3.71E+06	3.79E+06
SPO2939	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	5.88E+06	5.01E+06	5.16E+06
SPO2942	Uncharacterized protein	2.66E+06	2.32E+06	2.22E+06
SPO2943	"Hydrolase, alpha/beta fold family"	2.85E+06	2.51E+06	2.57E+06
SPO2945	Rhodanese-like domain protein	7.93E+06	6.29E+06	6.80E+06
SPO2946	Monooxygenase domain protein		17579.6	21409.7
SPO2947	Cupin family protein	221380	219325	223568
SPO2948	"Transcriptional regulator, AraC family"	305893		80556
SPO2949	Endoribonuclease L-PSP family protein	7.07E+06	1.23E+07	1.19E+07
SPO2950	TPM domain-containing protein	597440	610917	628064
SPO2951	DUF306 domain-containing protein	6.99E+06	8.31E+06	7.80E+06
SPO2952	TrkA domain protein	661720	864046	828090
SPO2953	Ser/Thr protein phosphatase family protein	4.02E+06	3.12E+06	3.12E+06
SPO2954	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	3.01E+06	2.30E+06	2.44E+06
SPO2955	Magnesium transporter MgtE	2.11E+06	3.20E+06	3.07E+06
SPO2956	Guanine deaminase (Guanase) (EC 3.5.4.3) (Guanine aminohydrolase)	1.21E+06	1.23E+06	1.22E+06
SPO2957	"Hydroxydechloroatrazine ethylaminohydrolase, putative"	380077	364049	387942
SPO2958	histidinol-phosphatase (EC 3.1.3.15)	4.16E+06	4.74E+06	5.11E+06
SPO2959	"DNA-binding protein, putative"	749329	478268	428197
SPO2960	"Oxidoreductase, zinc-binding dehydrogenase family"	5.59E+06	5.37E+06	5.30E+06
SPO2961	"Transcriptional regulator, LysR family"	715139	923171	925822
SPO2962	DUF1127 domain-containing protein	1.41E+06	827867	873138
SPO2963	"Membrane protein, putative"	5.04E+06	6.74E+06	5.64E+06
SPO2964	Lipoprotein	6.04E+06	5.68E+06	5.73E+06
SPO2965	Large ribosomal subunit protein bL33 (50S ribosomal protein L33)	1.83E+08	6.24E+07	6.42E+07
SPO2967	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	1.05E+06	603306	552422
SPO2968	Excalibur calcium-binding domain-containing protein	2.08E+07	1.84E+07	1.71E+07
SPO2969	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	2.25E+07	1.98E+07	2.02E+07
SPO2970	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	1.58E+07	8.46E+06	7.43E+06
SPO2971	"Membrane protein, putative"	113957	147707	134075
SPO2972	YHS domain protein	191516	344169	395506
SPO2973a	Unknown	3.29E+07	4.10E+07	4.15E+07
SPO2974	Invasion protein IbeA	719354	699978	682235
SPO2976	UPF0173 metal-dependent hydrolase SPO2976	1.78E+06	2.44E+06	3.28E+06
SPO2977	Adenylate/guanylate cyclase	452554	482476	488848
SPO2978	Adenylate/guanylate cyclase	321010	585696	561367
SPO2979	Uncharacterized protein	325775	420103	470640
SPO2980	Porphyromonas-type peptidyl-arginine deiminase family protein	1.89E+06	1.63E+06	1.78E+06
SPO2981	AAA domain-containing protein	190570	249279	255187
SPO2982	TsaA-like domain-containing protein	1.71E+06	1.43E+06	1.46E+06
SPO2983	tRNA-specific adenosine deaminase (EC 3.5.4.33)	657939	549817	584561
SPO2984	Pseudouridine synthase (EC 5.4.99.-)	2.40E+06	2.53E+06	2.40E+06
SPO2985	5-bromo-4-chloroindolyl phosphate hydrolysis protein	6.83E+06	5.76E+06	5.68E+06
SPO2986	Tellurite resistance protein	3.03E+07	3.33E+07	3.31E+07
SPO2987	"Lipoprotein, putative"	3.19E+06	3.28E+06	3.27E+06
SPO2988	"Antifreeze protein, type I"	1.50E+07	1.77E+07	1.69E+07
SPO2989	Cytochrome b562	609518	930980	1.15E+06
SPO2990	RRN7-type domain-containing protein	4.00E+06	3.53E+06	3.85E+06
SPO2991	Nitroreductase family protein	1.10E+06	867382	869785
SPO2992	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (Gly-tRNA(Ala) deacylase)	253065	339513	318152
SPO2993	MOFRL family protein	1.22E+06	1.16E+06	1.11E+06
SPO2994	X-Pro dipeptidyl-peptidase family protein	2.24E+06	2.60E+06	2.50E+06
SPO2995	"Peptide/nickel/opine uptake family ABC transporter, periplasmic substrate-binding protein"	3.73E+07	2.92E+07	2.84E+07
SPO2996	"Peptide/nickel/opine uptake family ABC transporter, permease protein"	1.09E+06	2.21E+06	2.15E+06
SPO2997	"Peptide/nickel/opine uptake family ABC transporter, permease protein"	898289	1.33E+06	1.57E+06
SPO2998	"Peptide/nickel/opine uptake family ABC transporter, ATP-binding protein"	5.55E+06	5.41E+06	5.18E+06
SPO2999	Porin domain-containing protein	152925	63850.6	53847
SPO3000	Type I phosphodiesterase/nucleotide pyrophosphatase family protein	5.71E+06	7.10E+06	7.31E+06
SPO3001	YARHG domain-containing protein	1.37E+06	1.30E+06	1.33E+06
SPO3002	"Lipase, putative"	1.05E+06	1.40E+06	1.11E+06
SPO3003	AMP-binding enzyme	3.94E+06	3.29E+06	3.21E+06
SPO3004	LysM/phospholipid-binding domain protein	2.07E+07	4.13E+07	4.64E+07
SPO3005	"ABC transporter, ATP binding/permease protein"	4.06E+06	4.28E+06	4.31E+06
SPO3008	TPR domain protein	159579	231808	212583
SPO3009	Proline dehydrogenase transcriptional activator	439936	511725	452090
SPO3010	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	1.27E+06	1.10E+06	1.14E+06
SPO3011	Rhomboid family protein	226078	288958	310371
SPO3012	Inositol-1-monophosphatase (EC 3.1.3.25)	1.57E+07	1.79E+07	1.76E+07
SPO3013	"NADP-dependent oxidoreductase, L4bD family"	5.92E+06	5.45E+06	5.54E+06
SPO3014	Uncharacterized protein	599634	379072	604548
SPO3015	HTH-type transcriptional regulator MetR	2.21E+06	2.45E+06	2.45E+06
SPO3016	Methylenetetrahydrofolate reductase (EC 1.5.1.54)	2.09E+07	2.41E+07	2.71E+07
SPO3017	Thioesterase family protein	4.20E+06	3.79E+06	3.70E+06
SPO3018	Tle1 phospholipase domain-containing protein	793200	926906	931451
SPO3019	"Xanthine dehydrogenase family protein, large subunit"	2.81E+06	2.95E+06	2.91E+06
SPO3020	"Transcriptional regulator, LysR family"	281913	297794	326590
SPO3021	Phytanoyl-CoA dioxygenase family protein	223446	157953	130496
SPO3022	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	9.94E+06	9.52E+06	9.66E+06
SPO3023	DnaJ homologue subfamily C member 28 conserved domain-containing protein	164701	266734	222855
SPO3024	"Adenylate/guanylate cyclase/hydrolase, alpha/beta fold family"	771581	867650	755957
SPO3025	Enoyl-CoA hydratase/isomerase family protein	8.93E+06	8.65E+06	8.64E+06
SPO3026	Strictosidine synthase family protein	4.05E+06	3.48E+06	3.24E+06
SPO3027	"Aminotransferase, classes I and II"	3.14E+06	3.06E+06	2.98E+06
SPO3029	"Serine--glyoxylate transaminase, putative"	5.45E+06	4.95E+06	4.90E+06
SPO3030	"Efflux ABC transporter, transmembrane ATP-binding protein"	1.90E+06	3.14E+06	2.99E+06
SPO3031	2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14)	5.79E+06	7.36E+06	6.87E+06
SPO3032	Phosphogluconate dehydratase (EC 4.2.1.12)	1.12E+07	9.22E+06	9.18E+06
SPO3033	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	8.62E+06	1.09E+07	1.12E+07
SPO3034	phosphoenolpyruvate--protein phosphotransferase (EC 2.7.3.9)	7.40E+06	7.50E+06	7.69E+06
SPO3035	Aspartokinase (EC 2.7.2.4)	7.89E+06	1.23E+07	1.11E+07
SPO3036	Metallo-beta-lactamase family protein	3.15E+06	4.61E+06	4.53E+06
SPO3037	"DNA-binding response regulator, LysR family"	1.36E+06	1.20E+06	1.27E+06
SPO3038	histidine kinase (EC 2.7.13.3)	335068	416589	421056
SPO3039	"Polar amino acid uptake family ABC transporter, periplasmic substrate-binding protein, putative"	612048	764594	771311
SPO3040	"Polar amino acid uptake family ABC transporter, periplasmic substrate-binding protein"		278944	496027
SPO3041	"Polar amino acid uptake family ABC transporter, permease protein"			16724.4
SPO3042	"Polar amino acid uptake family ABC transporter, permease protein"		12193.5
SPO3043	"Glutamine ABC transporter, ATP-binding protein"	410469	457413	497108
SPO3044	"Transcriptional regulator, LysR family"	162996	224546	110619
